,name,album,artist,uri,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
0,Still Rapping,Avida Dollars,C. Tangana,spotify:track:5wNCqj7omYnDl7gE4BzSNS,2018-04-20,89899,46,0.729,0.467,0.628,0.0,0.0998,-6.281,0.241,149.965,4
1,Baile de la Lluvia,Avida Dollars,C. Tangana,spotify:track:1gV7dIp1UP99KQr33r8hXg,2018-04-20,194183,47,0.788,0.0346,0.711,0.0,0.343,-4.833,0.0499,140.001,4
2,Cuando Me Miras,Avida Dollars,C. Tangana,spotify:track:5THnzdXOBNjVD4fipR3EAu,2018-04-20,143127,55,0.824,0.411,0.57,6.01e-05,0.154,-6.768,0.07,120.029,4
3,Na de Na,Avida Dollars,C. Tangana,spotify:track:0VSLBskAbpojh44ycMckgv,2018-04-20,140660,43,0.666,0.00965,0.751,6.47e-05,0.54,-4.496,0.0957,138.04,4
4,Huele a Nuevo - feat. Sticky M.A.,Avida Dollars,C. Tangana,spotify:track:0O0ZCpralGox0wfbZrP8iJ,2018-04-20,134147,42,0.735,0.0576,0.772,0.0,0.114,-4.537,0.0996,158.043,4
5,Sangre,Avida Dollars,C. Tangana,spotify:track:2OVIj8EyzLL8PbpYxhpYxH,2018-04-20,132205,40,0.721,0.0566,0.759,1.53e-06,0.128,-2.985,0.0722,169.936,4
6,Llorando en la Limo,Avida Dollars,C. Tangana,spotify:track:3YURfhPPT7GipmI7pIj0m3,2018-04-20,139354,60,0.792,0.0406,0.418,5e-06,0.245,-8.485,0.176,154.998,3
7,Cabernet Sauvignon,Avida Dollars,C. Tangana,spotify:track:7nIt9l4l2F9VhRNXu41vhy,2018-04-20,126500,40,0.542,0.63,0.66,0.0,0.0892,-7.962,0.318,112.831,5
8,Pussy Call,Avida Dollars,C. Tangana,spotify:track:76NscRvD1L5XOKetRvGLdK,2018-04-20,138903,41,0.822,0.0843,0.599,0.000274,0.109,-7.574,0.0813,146.0,4
9,Siempre Quise Todo - Bonus Track,Avida Dollars,C. Tangana,spotify:track:3E7D9eSKVaPk5GmDcSBP0L,2018-04-20,162161,42,0.857,0.509,0.487,6.05e-06,0.0878,-8.89,0.24,147.95,4
10,Tiempo,Ídolo,C. Tangana,spotify:track:4ZIJ6EM9Qvl4u4cwSRNH5l,2017-10-05,216906,45,0.631,0.145,0.643,0.0,0.0934,-6.232,0.0543,100.998,4
11,Inditex,Ídolo,C. Tangana,spotify:track:2oZYkDEyOhvEwuLHD3M7Sj,2017-10-05,203426,48,0.793,0.212,0.658,0.0,0.108,-5.489,0.0519,130.044,4
12,De Pie,Ídolo,C. Tangana,spotify:track:5ZISQTmGANOElHqxg4k8pz,2017-10-05,172826,45,0.818,0.0557,0.672,0.00308,0.0928,-5.208,0.1,100.019,4
13,No Te Pegas,Ídolo,C. Tangana,spotify:track:62rLQxw2pcSonpFZW6Nrm2,2017-10-05,201000,42,0.835,0.213,0.658,0.0,0.12,-6.123,0.0984,115.978,4
14,Intoxicao,Ídolo,C. Tangana,spotify:track:0HkLxd8oNOo5BFQsIvtkvO,2017-10-05,206693,52,0.737,0.462,0.582,0.000126,0.257,-7.967,0.0581,92.008,4
15,Espabilao,Ídolo,C. Tangana,spotify:track:4bEnLbew7PDzXZCI5NBSKk,2017-10-05,196573,39,0.731,0.259,0.696,0.00107,0.157,-5.735,0.0369,125.056,4
16,Demasiao Tarde,Ídolo,C. Tangana,spotify:track:22AftN7B33SppDvLhVFYu0,2017-10-05,205933,41,0.833,0.0975,0.51,0.000169,0.142,-11.152,0.106,105.016,4
17,Caballo Ganador,Ídolo,C. Tangana,spotify:track:21BUXdKbM4jby5Rm8CVPfR,2017-10-05,181840,47,0.736,0.313,0.804,2.83e-05,0.111,-4.865,0.128,171.942,4
18,Mala Mujer,Ídolo,C. Tangana,spotify:track:067QpM2xLhK24hTiovC3Zo,2017-10-05,222893,51,0.838,0.231,0.748,1.76e-05,0.0692,-4.551,0.129,101.001,4
19,Otro Hombre,Ídolo,C. Tangana,spotify:track:4045KQDBH6sYjI0CONQ8Pt,2017-10-05,192186,43,0.772,0.103,0.447,6.84e-05,0.109,-6.372,0.0579,98.033,4
20,Pa Que Brille,Ídolo,C. Tangana,spotify:track:3xNMMrXGcFIg06FfTVxod9,2017-10-05,199853,49,0.615,0.118,0.824,6.73e-06,0.131,-5.006,0.0408,152.073,4
21,Pop Ur Pussy,Ídolo,C. Tangana,spotify:track:1TnYnrv0lVfbxywXssT9zN,2017-10-05,218133,40,0.691,0.0922,0.611,0.000315,0.129,-5.504,0.141,189.933,4
22,Tú Me Dejaste De Querer (feat. Niño de Elche & La Hungara),Tú Me Dejaste De Querer (feat. Niño de Elche & La Hungara),C. Tangana,spotify:track:0XinBYhf1X3kdvKQHOX971,2020-11-05,198499,48,0.812,0.31,0.747,0.00412,0.1,-4.611,0.15,168.025,4
23,Demasiadas Mujeres,Demasiadas Mujeres,C. Tangana,spotify:track:2iUz95Osgl4fFZbNJ0xuoD,2020-10-08,153694,80,0.667,0.133,0.459,0.000213,0.0955,-7.237,0.386,126.096,4
24,Ya No,Ya No,Sticky M.A.,spotify:track:7pyTOEKYoFAjUX7U4kARBf,2020-06-24,178000,48,0.662,0.34,0.723,0.0,0.303,-5.064,0.0374,152.067,4
25,Bien:( (feat. Rusowsky),Bien:(,C. Tangana,spotify:track:68jEeogcZVUYocQdPcFQlM,2020-05-14,112440,55,0.612,0.686,0.198,0.000526,0.125,-12.909,0.0363,72.948,4
26,Nunca Estoy,Bien:(,C. Tangana,spotify:track:5XPOltQwrzK8BNkdFA7msN,2020-05-14,162222,39,0.916,0.477,0.377,0.00441,0.298,-5.241,0.161,134.988,4
27,Guille Asesino,Bien:(,C. Tangana,spotify:track:5tfFYlyftAZHlVSQnUUuKR,2020-05-14,155266,39,0.593,0.111,0.782,0.00299,0.103,-7.277,0.108,194.997,3
28,adelante_ruffdemo2016,Bien:(,C. Tangana,spotify:track:4PZbrdDE6odwVLNobBACVV,2020-05-14,103893,47,0.626,0.153,0.589,0.0,0.179,-8.119,0.152,159.441,4
29,Ojalá (feat. Chico Blanco),Bien:(,C. Tangana,spotify:track:6Tcc43gz0Dedl4fQJywsJC,2020-05-14,180866,57,0.808,0.0304,0.583,0.000481,0.144,-5.332,0.051,120.019,4
30,Guille Asesino,Guille Asesino,C. Tangana,spotify:track:7jx4MkfAR6y1lGAqhqJtlP,2020-05-07,155266,55,0.408,0.109,0.78,0.00376,0.103,-7.273,0.123,194.983,4
31,Nunca Estoy,Nunca Estoy,C. Tangana,spotify:track:6f4LYJwICqxoAILj82kwB0,2020-04-23,162222,71,0.917,0.474,0.377,0.00367,0.298,-5.132,0.161,134.994,4
32,NADA (with Lauren Jauregui & C. Tangana),NADA (with Lauren Jauregui & C. Tangana),Tainy,spotify:track:1CrwI6m6zrG8AvOyvzpTHO,2020-02-21,188690,51,0.826,0.152,0.504,4.89e-05,0.369,-7.355,0.14,91.999,4
33,Viene y Va,Viene y Va,C. Tangana,spotify:track:1UozIJsPRJVXDRG08AgUQP,2020-01-23,190000,62,0.808,0.269,0.719,7.84e-05,0.066,-5.544,0.0485,99.011,4
34,Yelo,Yelo,C. Tangana,spotify:track:3OUPJPD1OmFd8gL7ztY9v8,2020-01-09,189356,58,0.825,0.419,0.669,8.58e-06,0.205,-3.806,0.0348,135.044,4
35,Picaflor,Picaflor,Lao Ra,spotify:track:3r5OlIxUKkh2ydNeYYh6tD,2019-11-29,177662,52,0.802,0.212,0.646,0.00466,0.187,-4.772,0.0613,98.01,4
36,5 Stars (feat. Polima Westcoast),5 Stars (feat. Polima Westcoast),C. Tangana,spotify:track:7KAveXwQ5xzdHT6GDlNIBu,2019-11-20,244971,55,0.801,0.242,0.723,0.0,0.106,-5.595,0.0456,123.994,4
37,Pronto Llegará,Pronto Llegará,C. Tangana,spotify:track:1nLUqn7k3UtUxuqdTXiJjk,2019-10-31,186484,51,0.801,0.105,0.756,0.00187,0.303,-4.142,0.105,89.981,4
38,No Te Debí Besar,No Te Debí Besar,C. Tangana,spotify:track:1KdwnsWOvhM53vezy5ROuf,2019-09-12,182815,68,0.672,0.125,0.684,0.0261,0.183,-5.682,0.316,75.233,3
39,Ontas?,Ontas?,C. Tangana,spotify:track:3Dj6xObwtNu6EvDKKsmuiE,2019-04-26,197441,51,0.711,0.182,0.804,0.0,0.0973,-3.606,0.0543,172.001,4
40,Para Repartir,Para Repartir,C. Tangana,spotify:track:1Z0e3ISgbi9YxYQtsvTYcd,2019-04-24,180868,48,0.846,0.573,0.504,0.0,0.104,-6.46,0.0456,114.98,4
41,La Última Generación,La Última Generación,ANTIFAN,spotify:track:1jDlso16lFe3PmJeXRhywn,2019-04-11,266765,28,0.64,0.000233,0.775,0.0365,0.111,-7.154,0.0384,129.988,4
42,"Go Time (feat. Ay Em, Geko, ZieZie & C. Tangana)","Go Time (feat. Ay Em, Geko, ZieZie & C. Tangana)",iLL BLU,spotify:track:1OcpHmVaLQzG70wP2S05T5,2019-03-28,190194,42,0.677,0.137,0.758,0.0,0.2,-5.598,0.183,103.08,4
43,París,París,DELLAFUENTE,spotify:track:64NRP5zPfcCZJw8Lc61Wgi,2019-02-14,192894,57,0.894,0.155,0.646,0.0,0.11,-6.417,0.0893,113.998,4
44,El Muermo,Colombiana,Niño de Elche,spotify:track:4vfkr5CIl4SHn2nlGHlO9K,2019-05-24,233321,16,0.667,0.521,0.366,0.0,0.225,-10.1,0.34,200.268,4
45,El Pregón de los Caramelos,Colombiana,Niño de Elche,spotify:track:1kz4JB4X2XE3goZMc8hufQ,2019-05-24,227187,23,0.586,0.481,0.707,0.000498,0.172,-9.254,0.0917,105.033,4
46,Oración Militar,Colombiana,Niño de Elche,spotify:track:68QYJs0D4ZLhWga4gFoGsC,2019-05-24,199489,13,0.592,0.0566,0.617,2.26e-05,0.108,-9.713,0.525,165.733,4
47,Los Esclavos,Colombiana,Niño de Elche,spotify:track:7wtOBAVPd9CU2p0gH3M5q2,2019-05-24,233535,15,0.487,0.771,0.49,0.0,0.167,-7.757,0.101,170.09,3
48,Cabales Americanas,Colombiana,Niño de Elche,spotify:track:68ZTDQaeZWJk8HiTApdOQ3,2019-05-24,231940,11,0.671,0.774,0.376,6.68e-05,0.346,-11.229,0.36,88.018,5
49,Tangos de la Ayahuasca,Colombiana,Niño de Elche,spotify:track:1m6IzhsTbf6wSEooAlNV0M,2019-05-24,220045,18,0.519,0.496,0.683,0.326,0.0682,-8.436,0.0546,99.956,4
50,Peteneras Mexicanas (feat. Los Piranas & Daniela Sanmiguel),Colombiana,Niño de Elche,spotify:track:46woIREL0DbIvnQXmay9kv,2019-05-24,205993,12,0.515,0.00259,0.945,0.0145,0.131,-4.908,0.139,149.867,4
51,Ni Chicha Ni Limoná,Colombiana,Niño de Elche,spotify:track:6LgPRNPk1ujAMdQ6dg6bxM,2019-05-24,195494,12,0.832,0.15,0.551,0.000425,0.304,-7.623,0.343,160.004,3
52,Colombiana Vasca (feat. Maialen Lujanbio & Beñat Achiary),Colombiana,Niño de Elche,spotify:track:5fQ4bHWgsCrHqzGlzA8GH7,2019-05-24,226579,13,0.774,0.0865,0.582,0.00344,0.171,-8.498,0.0759,87.982,4
53,Flor-Canto,Colombiana,Niño de Elche,spotify:track:2TgYvEBKwEMvrrEFLV02LE,2019-05-24,241373,10,0.481,0.863,0.127,0.0,0.11,-10.325,0.0553,97.18,4
54,Soledades de la Pereza,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:34hDTER9d9Qd8UzTZcKgds,2018-02-23,263873,11,0.224,0.93,0.283,0.00362,0.288,-16.828,0.0813,83.118,4
55,Saetas de San Juan de la Cruz,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:5qDawL9Bmq5pnr9QKKpC9f,2018-02-23,154819,10,0.237,0.996,0.234,0.76,0.11,-23.074,0.0623,140.757,4
56,El Tango de la Menegilda,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:6F6OLLDUAmKnYy659gzgj5,2018-02-23,215275,12,0.546,0.933,0.276,0.0,0.133,-8.765,0.0506,129.69,4
57,El Prefacio a la Malagueña de El Mellizo,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:2EfvSHiaXcLmuOymCKml8P,2018-02-23,553292,13,0.0618,0.89,0.105,0.817,0.322,-11.403,0.0407,56.474,4
58,Coplas Mecánicas de Juan de Mairena,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:7orONYlwybWh2SJe6cEkuo,2018-02-23,154168,9,0.651,0.803,0.303,0.000138,0.171,-13.108,0.399,122.097,1
59,Saeta del Mochuelo con la Mariana Seguido de Plazoleta de Sevilla en la Noche del Jueves Santo,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:1cRnhTLaiULJRJsaNd9B5M,2018-02-23,372341,7,0.301,0.776,0.207,0.0796,0.0647,-8.038,0.0602,168.486,4
60,Polo de Manuel de Falla,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:78TQ9LnxqcadoaReYpL7vJ,2018-02-23,80513,7,0.473,0.956,0.315,0.525,0.149,-11.753,0.04,50.782,4
61,Recitando de Eugenio Noel,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:3X4krei6uifWFJbpU4isqi,2018-02-23,290155,8,0.606,0.8,0.587,0.0,0.154,-8.444,0.368,93.931,3
62,La Farruca de Juli Vallmitjana,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:6BcFVnFdDsLXdCJz6AP47M,2018-02-23,155572,10,0.604,0.946,0.302,8.87e-05,0.128,-7.419,0.031,88.873,4
63,Pregones y Aleluyas Futuristas,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:6VNctKS0f8oRjdfljgswxg,2018-02-23,97394,6,0.424,0.959,0.517,0.000505,0.559,-7.818,0.0446,116.644,5
64,Fandango Cubista de Pepe Marchena,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:4AqMZgpgAqqvqupnZDJv9u,2018-02-23,191330,11,0.638,0.98,0.266,0.127,0.114,-9.558,0.0345,117.789,4
65,Martinete y Debla de Vicente Escudero (Con Baile al Sonido de Dos Motores),Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:0qAncWyCiFtXH9nJHa9wk8,2018-02-23,217848,6,0.468,0.317,0.637,0.598,0.25,-10.715,0.0884,102.287,4
66,Fandangos de Helios Gómez,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:3JuqfVLkz7Wd7Khv9zcDG4,2018-02-23,322199,7,0.449,0.92,0.236,0.113,0.0999,-10.904,0.0402,75.981,4
67,Seguiriyas del Silogismo,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:7wVvC9K7kQQxlplN2u8Wcn,2018-02-23,233470,7,0.427,0.819,0.567,0.0049,0.118,-6.455,0.124,136.491,4
68,Fandangos y Canciones del Exilio,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:3IRmR6kHCgVqwdcP8T2mn9,2018-02-23,204161,17,0.462,0.946,0.387,5.91e-06,0.19,-8.305,0.0318,147.23,3
69,Tanguillos de Cádiz,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:2b5jFp4vqVD6JSbiFib2Ul,2018-02-23,114952,9,0.612,0.711,0.84,2.52e-06,0.411,-8.972,0.259,175.107,3
70,Mensaje Diafónico de Val del Omar,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:3VSedV2fH68FvTeaGx7GJK,2018-02-23,185772,6,0.492,0.847,0.596,0.207,0.597,-10.153,0.495,93.523,3
71,Caña por Pasodoble de Rafael Romero El Gallina,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:3Kv9vIL0tGkRVCXQSF2ZFm,2018-02-23,225714,11,0.674,0.841,0.467,0.0257,0.182,-8.096,0.0373,123.078,4
72,"Pregón, Lema y Consigna de Nono",Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:24o1a9e8Hi5mIMHJAqPQv6,2018-02-23,266104,5,0.405,0.99,0.276,0.895,0.195,-11.573,0.044,120.386,5
73,Pasodoble Con Rumba Original de Guy Debord,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:0G2X7Zhw6tPYvJe76bnNji,2018-02-23,250025,6,0.654,0.871,0.736,0.000188,0.535,-5.126,0.0694,125.766,4
74,Rumba y Bomba de Dolores Flores,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:5FiVfgqNN0L1dZLe1VOfmY,2018-02-23,198088,9,0.412,0.0508,0.966,0.000163,0.0854,-3.868,0.148,117.902,4
75,Saeta por Seguiriyas de Manolo Caracol y Arturo Pavón,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:5Cf28A2b4XmEnSkLJ7JV48,2018-02-23,221011,6,0.35,0.714,0.465,0.000743,0.0806,-5.752,0.0335,84.959,5
76,Petenera de Shostakóvich (De Profundis),Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:4yGkviTXrCM4I1MKWC7I33,2018-02-23,307193,6,0.0777,0.951,0.29,0.832,0.127,-17.752,0.0481,75.28,1
77,Canción de Cuna de Crumb (El Niño Busca Su Voz),Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:0U1DD9E50kgTGRo7F5hpZT,2018-02-23,364117,5,0.194,0.944,0.29,0.113,0.0987,-11.536,0.0428,63.296,4
78,Deep Song de Tim Buckley (Lorca),Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:4GRwSScpa7SHgoyJIsZTH4,2018-02-23,301759,6,0.479,0.872,0.367,0.0243,0.102,-6.85,0.0251,90.76,5
79,Lekeitio Nº 5 - En Directo,Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:5RdrvbXqguu8SPpGVdpy5O,2018-02-23,275663,6,0.481,0.752,0.0518,0.0196,0.326,-10.289,0.0462,121.984,4
80,"Caracoles y Malagueñas, Granaina y Cartagenera de Valcárcel Medina",Antología del Cante Flamenco Heterodoxo,Niño de Elche,spotify:track:6eOr0WvQyp5SFbBKuv4sKv,2018-02-23,171550,4,0.438,0.946,0.495,0.00216,0.476,-18.098,0.778,67.285,3
81,Estrategias de Distracción,Voces del Extremo,Niño de Elche,spotify:track:1TelnPXngtCMaTt9FFU9pl,2015-04-06,219112,18,0.442,0.0731,0.706,0.000681,0.363,-6.5,0.0507,159.988,4
82,Que Os Follen,Voces del Extremo,Niño de Elche,spotify:track:2l2yUMfMp6X4n80LEY5I8F,2015-04-06,221303,19,0.467,0.0591,0.785,0.763,0.101,-7.84,0.0505,146.957,4
83,Miénteme,Voces del Extremo,Niño de Elche,spotify:track:71FJPJcNTFriCLmspbCtqK,2015-04-06,223895,13,0.391,0.00962,0.776,0.367,0.224,-6.953,0.045,132.206,4
84,Nadie,Voces del Extremo,Niño de Elche,spotify:track:6MpEzfmSf6wUe1uLkMyBL7,2015-04-06,166797,12,0.511,0.785,0.411,0.39,0.0989,-12.05,0.0537,85.373,3
85,El Comunista,Voces del Extremo,Niño de Elche,spotify:track:7Em2cbdEcXO41YBbh7zPcs,2015-04-06,212946,34,0.642,0.338,0.512,0.0057,0.121,-8.73,0.0293,117.413,4
86,Mercados,Voces del Extremo,Niño de Elche,spotify:track:6VcgVpjnHQlFLTC7xyINyp,2015-04-06,224272,15,0.546,0.0455,0.576,0.0102,0.0852,-7.567,0.0302,129.954,4
87,Han Sido 30 Años,Voces del Extremo,Niño de Elche,spotify:track:1BeXr3PvZowE7sdrGcr04q,2015-04-06,311669,11,0.185,0.107,0.401,0.935,0.172,-9.309,0.0355,74.478,3
88,Canción de Corro de Niño Palestino,Voces del Extremo,Niño de Elche,spotify:track:6mpB6fQhXYqi5VhjKv0uN9,2015-04-06,528271,11,0.218,0.0659,0.326,0.87,0.0906,-13.758,0.0341,83.004,4
89,Informe para Costa Rica,Voces del Extremo,Niño de Elche,spotify:track:6NbnD7NWx96ukG4s5Zcp45,2015-04-06,327225,34,0.459,0.889,0.322,0.00115,0.104,-11.345,0.0325,146.316,4
90,Canción del Levantado / Notificaciones,Voces del Extremo,Niño de Elche,spotify:track:7sb0EtRcI3xsheHT7Ke5qU,2015-04-06,612111,10,0.151,0.897,0.291,0.825,0.103,-12.312,0.0424,62.238,4
91,Llamada de Atención,"Calle de Arriba, 73",Niño de Elche,spotify:track:01z3z7xnbXwy0tLQwc7eDY,2015-03-17,174000,4,0.598,0.637,0.465,0.105,0.6,-26.063,0.119,119.306,5
92,Dejadme la Esperanza,"Calle de Arriba, 73",Niño de Elche,spotify:track:3omJuzDh6Ze3YegHNViQWk,2015-03-17,338481,3,0.589,0.442,0.395,0.0188,0.0853,-20.082,0.0839,103.418,4
93,Sin Aliento,"Calle de Arriba, 73",Niño de Elche,spotify:track:30fByMwOnQ74vof68yhoCX,2015-03-17,342233,3,0.572,0.491,0.479,0.33,0.36,-21.341,0.115,90.854,4
94,La Humedad del Mundo,"Calle de Arriba, 73",Niño de Elche,spotify:track:3Zcc7UxRcYBZbaI8kGH69d,2015-03-17,171682,3,0.367,0.894,0.425,0.0193,0.151,-14.228,0.508,182.72,4
95,El Silbo Invulnerable,"Calle de Arriba, 73",Niño de Elche,spotify:track:0rCmdmhk5trEefSCDUwziV,2015-03-17,166469,2,0.604,0.0425,0.287,0.177,0.0904,-25.355,0.184,114.167,5
96,Invocación,"Calle de Arriba, 73",Niño de Elche,spotify:track:2hgNylTSvBSlCodcNdHbNL,2015-03-17,211911,3,0.386,0.759,0.203,0.21,0.0824,-26.189,0.142,101.36,4
97,Caserío,"Calle de Arriba, 73",Niño de Elche,spotify:track:4eO3bIW9AJV5BHqiXthxMR,2015-03-17,96518,1,0.554,0.929,0.274,0.853,0.264,-21.211,0.372,115.156,5
98,Memoria Histórica,"Calle de Arriba, 73",Niño de Elche,spotify:track:6Llg0reu3HgEMXoVGfxTpZ,2015-03-17,178158,1,0.435,0.524,0.535,0.131,0.489,-14.766,0.0901,52.482,4
99,Narración de José Luis Ferris,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:2Fh97OUL5lmro049JC99iT,2013-06-24,159573,3,0.7,0.363,0.104,0.0,0.341,-15.355,0.895,84.499,3
100,Narración de Manuel Gerena,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:5eq9reXYQfSw3J8DosmbmQ,2013-06-24,54786,2,0.568,0.704,0.218,0.0,0.783,-20.139,0.92,125.648,4
101,Niño Yuntero,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:38g9S81K5XwgWV1XU30g7M,2013-06-24,161293,5,0.284,0.76,0.26,5.97e-05,0.331,-7.232,0.0335,74.901,3
102,Narración de Pablo Guerrero,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:0lhZDSepo54DQBNbOfmzIz,2013-06-24,94986,4,0.698,0.808,0.407,0.0,0.384,-17.424,0.837,110.463,5
103,Al Verla Muerta,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:1ShtkSnium1gQH2zNleTMM,2013-06-24,444173,6,0.291,0.924,0.288,5.74e-06,0.096,-6.273,0.0363,77.265,3
104,Narración de Vicente Camps,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:2ZXSw6yLSjY4HAcCrNXmMj,2013-06-24,122640,2,0.693,0.858,0.487,0.0,0.344,-13.365,0.95,79.266,3
105,Canción Última,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:4WqrXytS50VBY2as7EKa81,2013-06-24,264160,3,0.492,0.691,0.483,0.00101,0.367,-7.265,0.064,129.857,3
106,Narración de Amancio Prada,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:13DLW2wvH4KqBgRDwz1Yur,2013-06-24,108026,2,0.579,0.458,0.299,0.0,0.411,-19.301,0.933,143.638,4
107,Elegía (with El Chojin),"Sí, a Miguel Hernández",Niño de Elche,spotify:track:5F6bO3Adeu0poOO3GlCgKP,2013-06-24,294613,7,0.525,0.918,0.479,0.0,0.301,-7.704,0.0757,134.637,4
108,Narración de Andrés Marín,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:0AOVIHulHR9EuMQawpyrCW,2013-06-24,19866,0,0.719,0.721,0.434,6.04e-05,0.515,-17.348,0.934,81.414,3
109,Me Sobra el Corazón,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:4X4BVit6zANI0cHgb0EfRz,2013-06-24,528573,8,0.376,0.929,0.271,3.6e-06,0.162,-8.518,0.0391,80.356,3
110,Narración de Ortiz Nuevo,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:5ipqofpQ1LnktKlx44fF3E,2013-06-24,111106,2,0.82,0.413,0.438,0.0,0.781,-14.539,0.931,67.546,4
111,"La Guerra, Madre","Sí, a Miguel Hernández",Niño de Elche,spotify:track:5UxqasY6LEHflYBPnPPp7U,2013-06-24,265426,3,0.385,0.889,0.59,0.000733,0.26,-6.974,0.0851,66.94,4
112,Narración de Niño de Elche,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:46pWbqYWs80psiEhYUiLrY,2013-06-24,42786,2,0.569,0.296,0.259,0.0,0.478,-18.78,0.905,124.983,1
113,El Cementerio Está Cerca,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:43RaO0WNhsWXfpDmRbuQca,2013-06-24,346720,6,0.356,0.96,0.479,0.00666,0.16,-8.948,0.0423,78.725,3
114,Narración de Fernando González Lucini,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:5QJTGZK5fyuM0VYPnijY3S,2013-06-24,90813,2,0.581,0.891,0.359,0.0,0.861,-13.505,0.957,174.034,5
115,Nanas de la Cebolla,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:3xjwv0MSxDOzKhmkCOVPAO,2013-06-24,348973,7,0.592,0.713,0.645,0.0,0.0789,-3.811,0.07,114.088,3
116,Narración de Marcos Ana,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:73WKVD2BUbuIyJ1urMMwKa,2013-06-24,40440,2,0.672,0.977,0.303,1.02e-06,0.384,-17.991,0.636,92.901,5
117,Cada Vez Que Paso,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:6ngieBdABApEWBu16nepzh,2013-06-24,647040,3,0.457,0.108,0.399,0.251,0.399,-9.498,0.0915,85.893,4
118,Narración de José Luis Ferris,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:5aAlZEttrjY0PxyUSkK1CR,2013-06-24,159573,0,0.7,0.363,0.104,0.0,0.341,-15.355,0.895,84.496,3
119,Narración de Manuel Gerena,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:1Of6g52zTYBvGRgpTKo92i,2013-06-24,54786,0,0.568,0.704,0.218,0.0,0.783,-20.139,0.92,125.648,4
120,Niño Yuntero,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:3CO2kdSp2fRdOh35salV3o,2013-06-24,161293,0,0.284,0.76,0.26,5.97e-05,0.331,-7.232,0.0335,74.901,3
121,Narración de Pablo Guerrero,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:5atdzIAKbTJPAu6799uZ1u,2013-06-24,94986,0,0.698,0.808,0.407,0.0,0.384,-17.424,0.837,110.463,5
122,Al verla muerta,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:71VXIUUkIuTMcQklT7iQFY,2013-06-24,444173,0,0.291,0.924,0.288,5.74e-06,0.096,-6.273,0.0363,77.265,3
123,Narración de Vicente Camps,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:48Y5dDE50ZQZ17Zqo5toNC,2013-06-24,122640,0,0.693,0.858,0.487,0.0,0.344,-13.365,0.95,79.266,3
