,name,album,artist,uri,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
4234,Miss Show,Muve Sessions: Prestige,Daddy Yankee,spotify:track:14gR7tJPHwN5l3n2UXnBtQ,2012-01-01,169026,14,0.824,0.296,0.822,0.0,0.354,-4.346,0.18,94.015,4
4235,Pon T Loca,Muve Sessions: Prestige,Daddy Yankee,spotify:track:1WEZ08LOIXA7ui1pgHUajt,2012-01-01,179333,14,0.677,0.262,0.865,0.0,0.321,-4.451,0.25,183.984,4
4236,El Amante - Comentario,Muve Sessions: Prestige,Daddy Yankee,spotify:track:5ciVXazR47Mx7fN88RgsDk,2012-01-01,37493,11,0.63,0.986,0.159,0.000144,0.112,-18.123,0.38,166.573,3
4237,El Amante,Muve Sessions: Prestige,Daddy Yankee,spotify:track:3lEXGaNaTlTTmvaeccyzpZ,2012-01-01,220653,18,0.633,0.176,0.743,0.0,0.0685,-4.95,0.0955,180.031,4
4238,Pasarela,Muve Sessions: Prestige,Daddy Yankee,spotify:track:4cTt6ohc07JFJ1cvHOObsm,2012-01-01,193733,22,0.839,0.101,0.907,0.0,0.332,-4.259,0.0453,121.047,4
4239,Po'Encima,Muve Sessions: Prestige,Daddy Yankee,spotify:track:6tlxAEPyse6WZR1RSJCPZs,2012-01-01,152853,13,0.8,0.0645,0.845,0.0,0.348,-4.891,0.16,83.004,4
4240,La Noche De Los Dos - Comentario,Muve Sessions: Prestige,Daddy Yankee,spotify:track:0IYlQjNVaZzIa3szUApyT0,2012-01-01,106666,11,0.727,0.988,0.2,0.0,0.112,-13.4,0.857,73.06,3
4241,La Noche De Los Dos,Muve Sessions: Prestige,Daddy Yankee,spotify:track:2E9DaPwt2Bc24xkR26pbSh,2012-01-01,223466,16,0.763,0.118,0.783,0.0,0.193,-4.008,0.112,130.007,4
4242,Llegamos A La Disco,Muve Sessions: Prestige,Daddy Yankee,spotify:track:0vLZA6LURBP15YjahWmBAu,2012-01-01,453466,17,0.7,0.107,0.79,0.0,0.476,-4.89,0.265,89.132,4
4243,Switchea - Comentario,Muve Sessions: Prestige,Daddy Yankee,spotify:track:3QXKLmCDXbEpw6SbmRvF77,2012-01-01,44133,10,0.779,0.99,0.119,5.52e-06,0.112,-16.504,0.634,45.028,4
4244,Switchea,Muve Sessions: Prestige,Daddy Yankee,spotify:track:1WONsyXBhK4bcELNKmzvzS,2012-01-01,185453,13,0.755,0.0597,0.76,0.0,0.15,-5.539,0.124,92.022,4
4245,Limbo - Comentario,Muve Sessions: Prestige,Daddy Yankee,spotify:track:5Hi7dkVIqUvz3VesqbGAlH,2012-01-01,93146,10,0.636,0.989,0.137,5.41e-05,0.109,-15.176,0.602,166.141,5
4246,Limbo,Muve Sessions: Prestige,Daddy Yankee,spotify:track:3bxoiJBsnHigij8hi85L3A,2012-01-01,224800,28,0.805,0.0754,0.878,0.00329,0.0656,-3.826,0.0863,124.992,4
4247,La Calle Moderna,Muve Sessions: Prestige,Daddy Yankee,spotify:track:24PSORlGjHO3VS8cOUzqj9,2012-01-01,212546,13,0.693,0.0306,0.614,0.0,0.147,-5.423,0.42,182.165,4
4248,After Party,Muve Sessions: Prestige,Daddy Yankee,spotify:track:2Vbk8if8DqkiDmSJKAAKSF,2012-01-01,225266,12,0.757,0.0635,0.834,0.0,0.0691,-4.521,0.0657,179.948,4
4249,La Maquina Que Baila - Comentario,Muve Sessions: Prestige,Daddy Yankee,spotify:track:5hyiYAaNcukfxa9kxgY0vW,2012-01-01,37933,9,0.796,0.992,0.175,1.27e-05,0.118,-14.105,0.481,114.26,5
4250,La Maquina De Baile,Muve Sessions: Prestige,Daddy Yankee,spotify:track:7yoH18p6gwDAx0FYQCp8VZ,2012-01-01,164080,12,0.69,0.135,0.952,3.16e-06,0.355,-5.146,0.0848,92.018,4
4251,Mas Que Un Amigo - Comentario,Muve Sessions: Prestige,Daddy Yankee,spotify:track:31BcBeNun7bVtEuLwmfFIU,2012-01-01,51746,9,0.705,0.991,0.114,5.96e-05,0.114,-18.44,0.537,130.622,4
4252,Mas Que Un Amigo,Muve Sessions: Prestige,Daddy Yankee,spotify:track:2g6mRn2gkk76B6dO1TiqZB,2012-01-01,245293,13,0.474,0.17,0.832,0.0,0.188,-5.189,0.0754,190.039,4
4253,Baby,Muve Sessions: Prestige,Daddy Yankee,spotify:track:19mB0wRl5XNkxqPuV2kJZE,2012-01-01,183280,10,0.63,0.14,0.903,0.0,0.245,-3.544,0.0845,180.034,4
4254,Lovumba - Comentario,Muve Sessions: Prestige,Daddy Yankee,spotify:track:1tSRTBX6CTZkljEkfr8fVG,2012-01-01,38960,9,0.732,0.981,0.128,0.000103,0.109,-17.275,0.461,120.095,4
4255,Lovumba,Muve Sessions: Prestige,Daddy Yankee,spotify:track:6UfyTBTKfwRV3wqNZ4CBc4,2012-01-01,218520,24,0.73,0.0351,0.939,0.0,0.335,-4.665,0.0531,120.999,4
4256,Ven Conmigo,Muve Sessions: Prestige,Daddy Yankee,spotify:track:7t9hSszJopqCN3Kz56iTO7,2012-01-01,220653,22,0.78,0.116,0.856,0.0,0.0595,-5.316,0.0405,120.049,4
4257,Perros Salvajes,Prestige,Daddy Yankee,spotify:track:0h9rgU3XHDBNmxkmtUrKBL,2012-01-01,190310,24,0.806,0.0615,0.804,0.0,0.115,-4.84,0.146,88.018,4
4258,Miss Show,Prestige,Daddy Yankee,spotify:track:5MgSSbQ5ZNFH2chKAf2X4h,2012-01-01,168920,18,0.825,0.295,0.841,0.0,0.353,-4.272,0.152,94.023,4
4259,Pon T Loca,Prestige,Daddy Yankee,spotify:track:1RTB3Skat0THws04olDBZF,2012-01-01,179226,18,0.677,0.283,0.872,0.0,0.298,-4.469,0.243,184.076,4
4260,El Amante,Prestige,Daddy Yankee,spotify:track:4IRBDtfa71fGTZMDYePaUm,2012-01-01,220546,24,0.633,0.18,0.749,0.0,0.0783,-4.962,0.0961,179.872,4
4261,Pasarela,Prestige,Daddy Yankee,spotify:track:2fSiC0LM0Xb1iXcv5MWTth,2012-01-01,193626,27,0.842,0.104,0.893,0.0,0.289,-4.277,0.0462,121.035,4
4262,Po'Encima,Prestige,Daddy Yankee,spotify:track:6mzln7fgnVTzvdDmqHfm8q,2012-01-01,152746,16,0.762,0.0719,0.838,0.0,0.349,-4.906,0.196,165.95,4
4263,La Noche De Los Dos,Prestige,Daddy Yankee,spotify:track:6oQrgiEQLc2xd2bZG8SQ3G,2012-01-01,223360,22,0.761,0.109,0.79,2.73e-06,0.172,-3.944,0.0989,129.988,4
4264,Llegamos A La Disco,Prestige,Daddy Yankee,spotify:track:1EAH3X2u9YsarstvT7kngT,2012-01-01,453360,23,0.731,0.114,0.786,0.0,0.437,-4.898,0.254,89.092,4
4265,Switchea,Prestige,Daddy Yankee,spotify:track:20N0Lwj5aSqiQMJCJLBcQb,2012-01-01,185346,18,0.757,0.0592,0.76,0.0,0.17,-5.478,0.128,92.028,4
4266,Limbo,Prestige,Daddy Yankee,spotify:track:4nE49qphcEE3O1067H79v8,2012-01-01,224693,32,0.806,0.0838,0.875,0.00192,0.065,-3.817,0.088,125.063,4
4267,La Calle Moderna,Prestige,Daddy Yankee,spotify:track:2OPMGfeUFjMJBjpPakRnW2,2012-01-01,212440,18,0.821,0.0326,0.616,0.0,0.119,-5.392,0.279,91.097,4
4268,After Party,Prestige,Daddy Yankee,spotify:track:1XiqHEvCXz0jTtmNfklh09,2012-01-01,225160,16,0.755,0.0599,0.828,0.0,0.0735,-4.494,0.0682,179.99,4
4269,La Maquina De Baile,Prestige,Daddy Yankee,spotify:track:4nh74JvisB6fRqG7trVAhA,2012-01-01,163973,17,0.601,0.123,0.948,7.17e-06,0.348,-5.081,0.152,184.041,4
4270,Mas Que Un Amigo,Prestige,Daddy Yankee,spotify:track:30GKUtrKHjMX0lCaM1Xlsx,2012-01-01,245156,18,0.474,0.161,0.835,0.0,0.109,-5.146,0.076,190.05,4
4271,Baby,Prestige,Daddy Yankee,spotify:track:3p9ztCe0GTgT9lRFE6BaNR,2012-01-01,183173,15,0.631,0.127,0.907,0.0,0.167,-3.517,0.0867,180.093,4
4272,Lovumba,Prestige,Daddy Yankee,spotify:track:0nyjNJfwy9iF0heWJmNvBs,2012-01-01,218413,29,0.734,0.0375,0.933,0.0,0.302,-4.639,0.0578,120.987,4
4273,Ven Conmigo,Prestige,Daddy Yankee,spotify:track:1FZHT6aw3XfTUAXvMMZLvv,2012-01-01,219786,30,0.781,0.102,0.842,0.0,0.0657,-5.334,0.0403,120.054,4
4274,Lose Control,Prestige,Daddy Yankee,spotify:track:2lCq9glGzsiCPiWGzIasd4,2012-01-01,214823,17,0.685,0.0338,0.851,0.00754,0.053,-3.388,0.162,129.89,4
4275,6 De Enero,Prestige,Daddy Yankee,spotify:track:0paqTSMxwCmDpgosHirEdT,2012-01-01,202866,15,0.674,0.203,0.68,0.0,0.0752,-5.812,0.114,173.971,4
4276,Perros Salvajes,Prestige,Daddy Yankee,spotify:track:66JtTxOVqKtk3AFUMY39kr,2012-01-01,190310,39,0.806,0.0615,0.804,0.0,0.115,-4.84,0.146,88.018,4
4277,Miss Show,Prestige,Daddy Yankee,spotify:track:66U8wimn0YPQzirKZqb37H,2012-01-01,168920,29,0.825,0.295,0.841,0.0,0.353,-4.272,0.152,94.023,4
4278,Pon T Loca,Prestige,Daddy Yankee,spotify:track:1H59nnuuCTFXBVALAv7oEm,2012-01-01,179226,29,0.677,0.283,0.872,0.0,0.298,-4.469,0.243,184.076,4
4279,El Amante,Prestige,Daddy Yankee,spotify:track:5iv9ql0UpdogDvNOEbrrVY,2012-01-01,220546,37,0.633,0.18,0.749,0.0,0.0783,-4.962,0.0961,179.872,4
4280,Pasarela,Prestige,Daddy Yankee,spotify:track:1EFbi2KSj0AWuILRHvGcaF,2012-01-01,193626,39,0.842,0.104,0.893,0.0,0.289,-4.277,0.0462,121.035,4
4281,Po'Encima,Prestige,Daddy Yankee,spotify:track:5S1klNo8zlv2IIsVfiAT9r,2012-01-01,152746,27,0.762,0.0719,0.838,0.0,0.349,-4.906,0.196,165.95,4
4282,La Noche De Los Dos,Prestige,Daddy Yankee,spotify:track:2ek8O0JjQBcBycd5NUmPU0,2012-01-01,223360,32,0.761,0.109,0.79,2.73e-06,0.172,-3.944,0.0989,129.988,4
4283,Llegamos A La Disco,Prestige,Daddy Yankee,spotify:track:16HqQ3v8DiCxZH4oZYCG3f,2012-01-01,453360,39,0.731,0.114,0.786,0.0,0.437,-4.898,0.254,89.092,4
4284,Switchea,Prestige,Daddy Yankee,spotify:track:10nXSwC1z4SNUd8Bgl8QUT,2012-01-01,185346,29,0.757,0.0592,0.76,0.0,0.17,-5.478,0.128,92.028,4
4285,Limbo,Prestige,Daddy Yankee,spotify:track:5tiKTXlMpIzG8fnL66sfgZ,2012-01-01,224693,41,0.806,0.0838,0.875,0.00192,0.065,-3.817,0.088,125.063,4
4286,La Calle Moderna,Prestige,Daddy Yankee,spotify:track:7JqPEV6J88VzFS5evQxNvl,2012-01-01,212440,28,0.821,0.0326,0.616,0.0,0.119,-5.392,0.279,91.097,4
4287,After Party,Prestige,Daddy Yankee,spotify:track:6k07j2NaKaOilLCl5JvgL2,2012-01-01,225160,28,0.755,0.0599,0.828,0.0,0.0735,-4.494,0.0682,179.99,4
4288,La Maquina De Baile,Prestige,Daddy Yankee,spotify:track:6ZztsScezxfItBQw2zY58T,2012-01-01,163973,26,0.601,0.123,0.948,7.17e-06,0.348,-5.081,0.152,184.041,4
4289,Mas Que Un Amigo,Prestige,Daddy Yankee,spotify:track:59v8nzZw327n4zGeikkEYi,2012-01-01,245156,27,0.474,0.161,0.835,0.0,0.109,-5.146,0.076,190.05,4
4290,Baby,Prestige,Daddy Yankee,spotify:track:3wwnPnXBPSWiyoaIVisjAU,2012-01-01,183173,24,0.631,0.127,0.907,0.0,0.167,-3.517,0.0867,180.093,4
4291,Lovumba,Prestige,Daddy Yankee,spotify:track:3MXb3czrVzH0Cw6uTayiGm,2012-01-01,218413,40,0.734,0.0375,0.933,0.0,0.302,-4.639,0.0578,120.987,4
4292,Ven Conmigo,Prestige,Daddy Yankee,spotify:track:3eTzTJUJkUmKv5FBZhfDec,2012-01-01,219786,38,0.781,0.102,0.842,0.0,0.0657,-5.334,0.0403,120.054,4
4293,El Party Me Llama,Prestige,Daddy Yankee,spotify:track:5DpdoF8RgdpiXZa6vYwFfY,2012-01-01,195216,36,0.906,0.0175,0.769,0.0,0.0852,-6.293,0.0439,107.015,4
4294,Perros Salvajes,Prestige,Daddy Yankee,spotify:track:4siKHLect0Jmj49k5OGGL1,2012-01-01,190310,35,0.806,0.0615,0.804,0.0,0.115,-4.84,0.146,88.018,4
4295,Miss Show,Prestige,Daddy Yankee,spotify:track:2lFZNPettCs83aqIkbmy5X,2012-01-01,168920,24,0.825,0.295,0.841,0.0,0.353,-4.272,0.152,94.023,4
4296,Pon T Loca,Prestige,Daddy Yankee,spotify:track:4rvHHrdmQ6eUUL3AEimej0,2012-01-01,179226,24,0.677,0.283,0.872,0.0,0.298,-4.469,0.243,184.076,4
4297,El Amante,Prestige,Daddy Yankee,spotify:track:239gWdVjq0RBQNhAhgcjrg,2012-01-01,220546,34,0.633,0.18,0.749,0.0,0.0783,-4.962,0.0961,179.872,4
4298,Pasarela,Prestige,Daddy Yankee,spotify:track:21dgpSjRdMliaD8mXSNRKM,2012-01-01,193626,37,0.842,0.104,0.893,0.0,0.289,-4.277,0.0462,121.035,4
4299,Po'Encima,Prestige,Daddy Yankee,spotify:track:2TJ5WpJPfovaiVzJs5F1ik,2012-01-01,152746,24,0.762,0.0719,0.838,0.0,0.349,-4.906,0.196,165.95,4
4300,La Noche De Los Dos,Prestige,Daddy Yankee,spotify:track:3kdG22ETVs0wP3mfgl4eQs,2012-01-01,223360,30,0.761,0.109,0.79,2.73e-06,0.172,-3.944,0.0989,129.988,4
4301,Llegamos A La Disco,Prestige,Daddy Yankee,spotify:track:5XnEtpW74eriVdaY4cezC8,2012-01-01,453360,35,0.731,0.114,0.786,0.0,0.437,-4.898,0.254,89.092,4
4302,Switchea,Prestige,Daddy Yankee,spotify:track:0Yq7ezkCzQU1llHaGLo994,2012-01-01,185346,24,0.757,0.0592,0.76,0.0,0.17,-5.478,0.128,92.028,4
4303,Limbo,Prestige,Daddy Yankee,spotify:track:6EIO3HCU6WmnRk2rEX86aN,2012-01-01,224693,39,0.806,0.0838,0.875,0.00192,0.065,-3.817,0.088,125.063,4
4304,La Calle Moderna,Prestige,Daddy Yankee,spotify:track:4LnbmyiFUWp3McdhVODkoq,2012-01-01,212440,24,0.821,0.0326,0.616,0.0,0.119,-5.392,0.279,91.097,4
4305,After Party,Prestige,Daddy Yankee,spotify:track:7gpZaArpsOWReoXkQI16H5,2012-01-01,225160,24,0.755,0.0599,0.828,0.0,0.0735,-4.494,0.0682,179.99,4
4306,La Maquina De Baile,Prestige,Daddy Yankee,spotify:track:6gUZuE0865ZTqJbgShP8Ix,2012-01-01,163973,22,0.601,0.123,0.948,7.17e-06,0.348,-5.081,0.152,184.041,4
4307,Mas Que Un Amigo,Prestige,Daddy Yankee,spotify:track:5qiRAzU9Kb0hjaO5Xbh6Ue,2012-01-01,245156,24,0.474,0.161,0.835,0.0,0.109,-5.146,0.076,190.05,4
4308,Baby,Prestige,Daddy Yankee,spotify:track:2TRWzIbsORpKuWGKaBU4Po,2012-01-01,183173,21,0.631,0.127,0.907,0.0,0.167,-3.517,0.0867,180.093,4
4309,Lovumba,Prestige,Daddy Yankee,spotify:track:4FwA6I6xw1xcYAhpvVDXG9,2012-01-01,218413,36,0.734,0.0375,0.933,0.0,0.302,-4.639,0.0578,120.987,4
4310,Ven Conmigo,Prestige,Daddy Yankee,spotify:track:34u2D6WaL2gwkvBQ1LWxRa,2012-01-01,219786,36,0.781,0.102,0.842,0.0,0.0657,-5.334,0.0403,120.054,4
4311,El Party Me Llama,Prestige,Daddy Yankee,spotify:track:4HMhvNXwFudECsP9IlFyvK,2012-01-01,195216,39,0.906,0.0175,0.769,0.0,0.0852,-6.293,0.0439,107.015,4
4312,Perros Salvajes,Prestige,Daddy Yankee,spotify:track:5dKl1tHgvRWYObC3uM6J0P,2012-01-01,190310,52,0.806,0.0615,0.804,0.0,0.115,-4.84,0.146,88.018,4
4313,Miss Show,Prestige,Daddy Yankee,spotify:track:09buUtlQPqXrCib1YsLpQl,2012-01-01,168920,18,0.825,0.295,0.841,0.0,0.353,-4.272,0.152,94.023,4
4314,Pon T Loca,Prestige,Daddy Yankee,spotify:track:1FXE1CMtph4zhOr1MywGdJ,2012-01-01,179226,20,0.677,0.283,0.872,0.0,0.298,-4.469,0.243,184.076,4
4315,El Amante,Prestige,Daddy Yankee,spotify:track:4eqF33UK2ljNgbZ1GC1Q0x,2012-01-01,220546,50,0.633,0.18,0.749,0.0,0.0783,-4.962,0.0961,179.872,4
4316,Pasarela,Prestige,Daddy Yankee,spotify:track:4yORNsoYe4XnK99EXhKhWB,2012-01-01,193626,54,0.842,0.104,0.893,0.0,0.289,-4.277,0.0462,121.035,4
4317,Po'Encima,Prestige,Daddy Yankee,spotify:track:5MhcP8gamug67c8QRZDLY3,2012-01-01,152746,16,0.762,0.0719,0.838,0.0,0.349,-4.906,0.196,165.95,4
4318,La Noche De Los Dos,Prestige,Daddy Yankee,spotify:track:6nikjnfJXkUPQ1XDM07Coq,2012-01-01,223360,32,0.761,0.109,0.79,2.73e-06,0.172,-3.944,0.0989,129.988,4
4319,Llegamos A La Disco,Prestige,Daddy Yankee,spotify:track:0CJCS1CaZPy6DEKxoNBoXa,2012-01-01,453360,53,0.731,0.114,0.786,0.0,0.437,-4.898,0.254,89.092,4
4320,Switchea,Prestige,Daddy Yankee,spotify:track:21hoYZRx9E7FmCsw5vpYe0,2012-01-01,185346,22,0.757,0.0592,0.76,0.0,0.17,-5.478,0.128,92.028,4
4321,Limbo,Prestige,Daddy Yankee,spotify:track:6RlAZ8QY4LcA4DxUUIiwmn,2012-01-01,224693,50,0.806,0.0838,0.875,0.00192,0.065,-3.817,0.088,125.063,4
4322,La Calle Moderna,Prestige,Daddy Yankee,spotify:track:2U3B9VLLo3XgZDtvUHbA4V,2012-01-01,212440,18,0.821,0.0326,0.616,0.0,0.119,-5.392,0.279,91.097,4
4323,After Party,Prestige,Daddy Yankee,spotify:track:55LmWlUjASU4zHUF81DVqN,2012-01-01,225160,20,0.755,0.0599,0.828,0.0,0.0735,-4.494,0.0682,179.99,4
4324,La Maquina De Baile,Prestige,Daddy Yankee,spotify:track:72WMnNcM9W3Sgq8d40xzlw,2012-01-01,163973,19,0.601,0.123,0.948,7.17e-06,0.348,-5.081,0.152,184.041,4
4325,Mas Que Un Amigo,Prestige,Daddy Yankee,spotify:track:73as6nDlbfxHMot61IbQoK,2012-01-01,245156,23,0.474,0.161,0.835,0.0,0.109,-5.146,0.076,190.05,4
4326,Baby,Prestige,Daddy Yankee,spotify:track:5R6nhJJnn2MhllmUq6ix08,2012-01-01,183173,17,0.631,0.127,0.907,0.0,0.167,-3.517,0.0867,180.093,4
4327,Lovumba,Prestige,Daddy Yankee,spotify:track:7ojk4dqz5YvLKp9o3ZHLvF,2012-01-01,218413,42,0.734,0.0375,0.933,0.0,0.302,-4.639,0.0578,120.987,4
4328,Ven Conmigo,Prestige,Daddy Yankee,spotify:track:02wM7ucmUu1MRanSIZfgv7,2012-01-01,219786,39,0.781,0.102,0.842,0.0,0.0657,-5.334,0.0403,120.054,4
4329,Perros Salvajes,Prestige,Daddy Yankee,spotify:track:4oROqjxNSBrVxrcSaW77Mc,2012-01-01,190310,57,0.806,0.0615,0.804,0.0,0.115,-4.84,0.146,88.018,4
4330,Miss Show,Prestige,Daddy Yankee,spotify:track:6sPkFCZhckihZFUdF8rtu2,2012-01-01,168920,32,0.825,0.295,0.841,0.0,0.353,-4.272,0.152,94.023,4
4331,Pon T Loca,Prestige,Daddy Yankee,spotify:track:2y9aKiaSIkRFI0TfqcgWU1,2012-01-01,179226,35,0.677,0.283,0.872,0.0,0.298,-4.469,0.243,184.076,4
4332,El Amante,Prestige,Daddy Yankee,spotify:track:54Em6QZvAxt1tblPNAqfD7,2012-01-01,220546,56,0.633,0.18,0.749,0.0,0.0783,-4.962,0.0961,179.872,4
4333,Pasarela,Prestige,Daddy Yankee,spotify:track:7uUYUy2qLfev9ppNvFBHpX,2012-01-01,193626,59,0.842,0.104,0.893,0.0,0.289,-4.277,0.0462,121.035,4
4334,Po'Encima,Prestige,Daddy Yankee,spotify:track:7yCEnbKmViYqTs7ZYihpMi,2012-01-01,152746,31,0.762,0.0719,0.838,0.0,0.349,-4.906,0.196,165.95,4
4335,La Noche De Los Dos,Prestige,Daddy Yankee,spotify:track:1oKHVatwHayiMn6MpvmPVZ,2012-01-01,223360,45,0.761,0.109,0.79,2.73e-06,0.172,-3.944,0.0989,129.988,4
4336,Llegamos A La Disco,Prestige,Daddy Yankee,spotify:track:4nfn4q3ygnHhriDyYW6Fkf,2012-01-01,453360,61,0.731,0.114,0.786,0.0,0.437,-4.898,0.254,89.092,4
4337,Switchea,Prestige,Daddy Yankee,spotify:track:0ELVf1Dfmo4iLlqxfiiubP,2012-01-01,185346,38,0.757,0.0592,0.76,0.0,0.17,-5.478,0.128,92.028,4
4338,Limbo,Prestige,Daddy Yankee,spotify:track:3pDhN3qB33AOPhQEkUCaWt,2012-01-01,224693,70,0.806,0.0838,0.875,0.00192,0.065,-3.817,0.088,125.063,4
4339,La Calle Moderna,Prestige,Daddy Yankee,spotify:track:73uoiYsMTi2B1HEMkzahng,2012-01-01,212440,32,0.821,0.0326,0.616,0.0,0.119,-5.392,0.279,91.097,4
4340,After Party,Prestige,Daddy Yankee,spotify:track:1qUdGfmDgmNWgVHTzRHmPh,2012-01-01,225160,33,0.755,0.0599,0.828,0.0,0.0735,-4.494,0.0682,179.99,4
4341,La Maquina De Baile,Prestige,Daddy Yankee,spotify:track:4GlxkdvkV7RddfoTz2ZtlT,2012-01-01,163973,33,0.601,0.123,0.948,7.17e-06,0.348,-5.081,0.152,184.041,4
4342,Mas Que Un Amigo,Prestige,Daddy Yankee,spotify:track:0htIPg0U8c4OM1ACB76dTe,2012-01-01,245156,34,0.474,0.161,0.835,0.0,0.109,-5.146,0.076,190.05,4
4343,Baby,Prestige,Daddy Yankee,spotify:track:23lnmTzsTFNihOdBZ0Cfmy,2012-01-01,183173,28,0.631,0.127,0.907,0.0,0.167,-3.517,0.0867,180.093,4
4344,Lovumba,Prestige,Daddy Yankee,spotify:track:6oyl7ELfrMqXLhGmIjXY9R,2012-01-01,218413,63,0.734,0.0375,0.933,0.0,0.302,-4.639,0.0578,120.987,4
4345,Ven Conmigo,Prestige,Daddy Yankee,spotify:track:2QSuNcQxqFfokvbS7SInHG,2012-01-01,219786,61,0.781,0.102,0.842,0.0,0.0657,-5.334,0.0403,120.054,4
4346,El Mejor de Todos los Tiempos,Mundial (Deluxe Version),Daddy Yankee,spotify:track:5q1b6zsWRtlHcC45pVEBoD,2010-04-27,170186,37,0.732,0.0512,0.907,0.0,0.199,-5.62,0.0378,130.056,4
4347,Descontrol,Mundial (Deluxe Version),Daddy Yankee,spotify:track:6QjEVK9HXDWHoqFzHWn7Mk,2010-04-27,172906,61,0.729,0.11,0.876,0.000715,0.301,-3.818,0.0679,92.993,4
4348,Vida en la Noche,Mundial (Deluxe Version),Daddy Yankee,spotify:track:0bwGZTdSXL0CeowW2vpuF6,2010-04-27,226653,36,0.746,0.0512,0.931,0.0,0.329,-4.128,0.046,116.975,4
4349,La Señal,Mundial (Deluxe Version),Daddy Yankee,spotify:track:0Riv3ZAFLrVjhLBzEGOjUM,2010-04-27,173626,52,0.685,0.148,0.947,0.0,0.0742,-3.938,0.0501,81.004,4
4350,La Despedida,Mundial (Deluxe Version),Daddy Yankee,spotify:track:6XE2V2icEranw5YpS4WMDD,2010-04-27,202826,69,0.746,0.0866,0.993,0.0548,0.0689,-2.134,0.0499,122.046,4
4351,Que Es la Que Hay,Mundial (Deluxe Version),Daddy Yankee,spotify:track:308ii3KdLFvORxbmc4J6tW,2010-04-27,186066,34,0.694,0.0599,0.915,0.0,0.068,-3.093,0.0934,94.987,4
4352,Me Enteré,Mundial (Deluxe Version),Daddy Yankee,spotify:track:2yTDWOCN0jpezKGhAHG68o,2010-04-27,186946,44,0.715,0.0816,0.96,7.27e-05,0.357,-3.562,0.0357,116.017,4
4353,El Más Duro,Mundial (Deluxe Version),Daddy Yankee,spotify:track:7ylHUA1H3j4g7qgIQpOoSs,2010-04-27,176426,33,0.564,0.379,0.921,0.0,0.784,-4.204,0.246,166.069,4
4354,Daría,Mundial (Deluxe Version),Daddy Yankee,spotify:track:3UOpJnNS6V621RaLNj3YfO,2010-04-27,216453,38,0.712,0.117,0.878,0.0,0.102,-6.454,0.0633,98.989,4
4355,Rumba y Candela,Mundial (Deluxe Version),Daddy Yankee,spotify:track:2dNvNUYSp0Urc6m6WsOcZj,2010-04-27,188893,39,0.747,0.13,0.904,8.38e-06,0.36,-2.3,0.0708,89.987,4
4356,Mintiendo Con la Verdad,Mundial (Deluxe Version),Daddy Yankee,spotify:track:1UHjbcYzG2Dh6uNlFd9j8N,2010-04-27,191266,28,0.596,0.0759,0.949,9.11e-06,0.193,-3.717,0.0536,155.012,4
4357,Campeo a Mi Manera,Mundial (Deluxe Version),Daddy Yankee,spotify:track:1YNcRUbBtCluDu8H0lbPYh,2010-04-27,192773,29,0.681,0.189,0.901,0.0,0.443,-3.335,0.202,144.021,4
4358,Grito Mundial,Mundial (Deluxe Version),Daddy Yankee,spotify:track:0dBzd1yYor4eC5nFqX32QR,2010-04-27,185453,41,0.729,0.0124,0.983,0.0,0.0776,-5.616,0.0631,118.982,4
4359,Viejas Andadas - Bonus Track,Mundial (Deluxe Version),Daddy Yankee,spotify:track:2CD8oCQzI6GQ4NRSERTHiY,2010-04-27,169360,25,0.664,0.00216,0.889,0.0,0.093,-3.238,0.0276,112.981,4
4360,El Ritmo No Perdona - Bonus Track,Mundial (Deluxe Version),Daddy Yankee,spotify:track:0RIKUQ7y8q3XDrErHivJdu,2010-04-27,184626,57,0.769,0.0625,0.923,0.0,0.12,-5.62,0.0968,91.951,4
4361,El Mejor de Todos los Tiempos,Mundial,Daddy Yankee,spotify:track:4djbBoEZmCDJGPkLL6Fhap,2010-04-27,170186,15,0.732,0.0512,0.907,0.0,0.199,-5.62,0.0378,130.056,4
4362,Descontrol,Mundial,Daddy Yankee,spotify:track:6GeR5WUwML6MfykVTIifbI,2010-04-27,172906,19,0.729,0.11,0.876,0.000715,0.301,-3.818,0.0679,92.993,4
4363,Vida en la Noche,Mundial,Daddy Yankee,spotify:track:3YzZ4yK10k07sdKcpPdowp,2010-04-27,226653,7,0.746,0.0512,0.931,0.0,0.329,-4.128,0.046,116.975,4
4364,La Señal,Mundial,Daddy Yankee,spotify:track:3bo9ocSA1UaZxrwimiNiPv,2010-04-27,173626,13,0.685,0.148,0.947,0.0,0.0742,-3.938,0.0501,81.004,4
4365,La Despedida,Mundial,Daddy Yankee,spotify:track:2vd3pbiCyKF5jg7ePwYst5,2010-04-27,202826,23,0.746,0.0866,0.993,0.0548,0.0689,-2.134,0.0499,122.046,4
4366,¿Qué Es la Que Hay?,Mundial,Daddy Yankee,spotify:track:55YLmV4iauEJoJ0nkUUUQj,2010-04-27,186066,14,0.694,0.0599,0.915,0.0,0.068,-3.093,0.0934,94.987,4
4367,Me Enteré,Mundial,Daddy Yankee,spotify:track:1YFPZKC5qY02qwgnp6qINu,2010-04-27,186946,8,0.715,0.0816,0.96,7.27e-05,0.357,-3.562,0.0357,116.017,4
