,name,album,artist,uri,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,cluster
2884,El Punto (feat. Luigi 21),PB.DB. The Mixtape,Maluma,spotify:track:4PvwW71KavImGcEYG3jLtG,2015-03-06,217960,38,0.77,0.315,0.757,0.000183,0.2,-4.667,0.0708,93.976,4,1
2885,Duele Tanto (feat. Maluma),PB.DB. The Mixtape,Maluma,spotify:track:6C6JXarM9OrhdiOgqN6Olh,2015-03-06,224053,34,0.41600000000000004,0.147,0.8590000000000001,0.0,0.272,-6.102,0.114,83.53,4,1
2886,"Intro, Magia",Magia,Maluma,spotify:track:21T2lj8UhAbXhYPXKRCjKo,2012-08-07,132173,31,0.6409999999999999,0.309,0.746,0.0,0.11,-5.27,0.243,89.882,4,1
2887,Pasarla Bien,Magia,Maluma,spotify:track:2FCK2nyKq0QXzIuWC88hVj,2012-08-07,214493,40,0.695,0.331,0.879,0.0,0.335,-3.417,0.10800000000000001,93.021,4,1
2888,Obsesión,Magia,Maluma,spotify:track:4HTzn2qQZ7UqHtw1OsB8wc,2012-08-07,180173,53,0.8029999999999999,0.461,0.672,0.0,0.0936,-6.187,0.10800000000000001,89.038,4,1
2889,Primer Amor,Magia,Maluma,spotify:track:47ZFYpPEJhR9J7VXvzTcEn,2012-08-07,201520,32,0.624,0.7829999999999999,0.78,0.0,0.314,-6.211,0.268,87.963,4,1
2890,Vámonos de Fuga,Magia,Maluma,spotify:track:6lhhLta7xSOEgzTqElnGWE,2012-08-07,180866,33,0.63,0.547,0.8079999999999999,0.0,0.278,-3.8339999999999996,0.0792,176.014,4,2
2891,Mala,Magia,Maluma,spotify:track:5R9axAAFhWq16dxDOJkVBD,2012-08-07,171040,31,0.782,0.19899999999999998,0.84,5.12e-05,0.33799999999999997,-4.963,0.0571,94.024,4,1
2892,Presiento,Magia,Maluma,spotify:track:0awxfCDcCm1TT6vx1CLFJH,2012-08-07,177920,30,0.664,0.42700000000000005,0.9109999999999999,0.0,0.0908,-2.8710000000000004,0.0503,93.024,4,1
2893,Loco,Magia,Maluma,spotify:track:2WFOHAL0MM8oYeYD6Tn6CX,2012-08-07,190333,32,0.841,0.52,0.662,0.0,0.147,-5.502000000000001,0.0649,90.016,4,1
2894,Miss Independent,Magia,Maluma,spotify:track:1Mej30kFOYBVtr5fkaLdHx,2012-08-07,174626,39,0.74,0.34600000000000003,0.868,0.0,0.10400000000000001,-5.202000000000001,0.124,92.976,4,1
2895,La Intención,Magia,Maluma,spotify:track:2mSjj1apg5WDRw28PttSjs,2012-08-07,172533,29,0.721,0.488,0.7909999999999999,0.0,0.096,-3.9810000000000003,0.068,92.01100000000001,4,1
2896,Correr El Riesgo (feat. Maluma),Magia,Maluma,spotify:track:33YfCVpoH1Up5w0N0Hxs3e,2012-08-07,161400,0,0.625,0.18899999999999997,0.74,0.0,0.105,-4.121,0.0602,172.016,4,2
2897,Malo,Magia,Maluma,spotify:track:7KI5Gna4jc0aj91VTWkmio,2012-08-07,205066,32,0.7440000000000001,0.25,0.884,0.0,0.301,-3.8569999999999998,0.0593,92.015,4,1
2898,Dos Amores,Magia,Maluma,spotify:track:5U0tKveVl4lw0DaWvb1Tex,2012-08-07,175853,30,0.706,0.406,0.897,0.0,0.0439,-4.294,0.0415,90.027,4,1
2899,Farandulera,Magia,Maluma,spotify:track:5Ik0tiwFixQSIkEmRKdHQb,2012-08-07,167040,33,0.809,0.24100000000000002,0.828,4.4200000000000004e-05,0.10300000000000001,-3.8,0.0716,89.98100000000001,4,1
2900,Hoy,Magia,Maluma,spotify:track:1OywwhB979Apoaq2IYAlSE,2012-08-07,153226,28,0.78,0.156,0.909,0.0,0.5539999999999999,-4.4030000000000005,0.13,117.986,4,1
2901,Me Gusta Todo De Ti,Magia,Maluma,spotify:track:5pJp7TW9XDRGrOjnJx4z9w,2012-08-07,149600,30,0.489,0.725,0.69,0.0,0.134,-5.336,0.13699999999999998,81.435,4,0
2902,Obsesión (feat. Dyland & Lenny) - Version Remix,Magia,Maluma,spotify:track:2XG9u0s7VtszmS0mSCfEn2,2012-08-07,196000,35,0.762,0.368,0.733,0.0,0.19899999999999998,-5.104,0.095,91.02799999999999,4,1
2903,Hawái - Remix,Hawái (Remix),Maluma,spotify:track:0GzuHFG4Ql6DoyxFRnIk3F,2020-11-05,200481,66,0.7659999999999999,0.105,0.7879999999999999,5.81e-06,0.142,-3.128,0.312,179.984,4,2
2904,Pa Ti,Pa Ti + Lonely,Jennifer Lopez,spotify:track:4agLM5EfiWR2AKMq7gFwcM,2020-09-24,230026,75,0.86,0.28600000000000003,0.762,0.000148,0.0697,-2.343,0.0447,139.99200000000002,4,1
2905,Pa Ti - Spanglish Version,Pa Ti + Lonely,Jennifer Lopez,spotify:track:2wUgG5Fr9PQcIbKRfVJ76C,2020-09-24,229549,75,0.856,0.244,0.767,0.00035800000000000003,0.0648,-2.365,0.0415,140.031,4,1
2906,Lonely,Pa Ti + Lonely,Jennifer Lopez,spotify:track:72hzVy2sGZDsE62RdHELvI,2020-09-24,198632,66,0.6829999999999999,0.195,0.627,1.97e-06,0.122,-4.149,0.23600000000000002,177.90400000000002,4,2
2907,Parce (feat. Justin Quiles),Parce (feat. Justin Quiles),Maluma,spotify:track:7JsTqdmzBEsO3mDHvJlml4,2020-08-20,248345,61,0.691,0.42200000000000004,0.7390000000000001,3.95e-06,0.11,-3.09,0.22899999999999998,83.897,4,1
2908,Qué Chimba - Rivaz & Botteghi Remix,Qué Chimba (Rivaz & Botteghi Remix),Maluma,spotify:track:35KdAztJvmKWRtR8garET5,2020-08-14,243809,30,0.894,0.0491,0.868,0.0615,0.0728,-3.563,0.126,126.03299999999999,4,1
2909,Hawái,Hawái,Maluma,spotify:track:4uoR6qeWeuL4Qeu2qJzkuG,2020-07-29,200197,94,0.787,0.18899999999999997,0.728,2.2899999999999998e-05,0.0629,-3.455,0.389,180.06599999999997,4,2
2910,FEEL THE BEAT,FEEL THE BEAT,Black Eyed Peas,spotify:track:27GKHc0lig5l4sh4yye2km,2020-06-18,237714,43,0.898,0.109,0.528,0.00018600000000000002,0.774,-5.98,0.0856,104.97200000000001,4,1
2911,ADMV - Versión Urbana,ADMV (Versión Urbana),Maluma,spotify:track:3wBKCNw7BFIalnqe4VXzdK,2020-05-15,185263,73,0.733,0.217,0.591,0.0,0.0986,-4.046,0.14800000000000002,169.905,4,2
2912,ADMV,ADMV,Maluma,spotify:track:3eJMSq78dDaFb7VvhNFnq6,2020-04-23,193699,79,0.565,0.8170000000000001,0.39,0.0,0.126,-4.959,0.0556,163.781,4,0
2913,Qué Chimba,Qué Chimba,Maluma,spotify:track:0rIZ49wxDf8H2LXOKmAMW5,2020-03-13,169740,71,0.726,0.0112,0.9490000000000001,0.00193,0.152,-3.4160000000000004,0.0805,127.999,4,1
2914,Maldad - R3HAB Remix,Maldad (R3HAB Remix),Steve Aoki,spotify:track:62O53pMZpOO4GcEePc2eJC,2020-02-21,133090,11,0.735,0.0334,0.789,1.4599999999999999e-05,0.37,-3.014,0.0836,110.069,4,1
2915,Maldad - R3HAB Remix,Maldad (R3HAB Remix),Steve Aoki,spotify:track:202V0pybvXSG2siJDAIWqf,2020-02-21,133090,43,0.736,0.0335,0.79,1.3800000000000002e-05,0.37,-3.028,0.0805,110.07600000000001,4,1
2916,Maldad - Steve Aoki's ¿Qué Más? Remix,Maldad (Steve Aoki's ¿Qué Más? Remix),Steve Aoki,spotify:track:7iwkq0df6xTAF5jAojqTqt,2020-02-21,205714,36,0.727,0.007890000000000001,0.95,0.17300000000000001,0.672,-4.266,0.0634,125.96799999999999,4,3
2917,Maldad - Steve Aoki's ¿Qué Más? Remix,Maldad (Steve Aoki's ¿Qué Más? Remix),Steve Aoki,spotify:track:1CIEzG5nstaISmFXnzjn03,2020-02-20,205714,6,0.727,0.007890000000000001,0.95,0.175,0.6709999999999999,-4.266,0.0633,125.971,4,3
2918,Maldad,Maldad,Steve Aoki,spotify:track:499kFE5yNFDRMrhKz96Vct,2020-01-17,168158,27,0.674,0.00182,0.8079999999999999,7.7e-05,0.259,-4.168,0.10300000000000001,104.863,4,1
2919,Intro - Live,Concierto Virtual en Tiempos de COVID-19 Desde el Coliseo de Puerto Rico,Rauw Alejandro,spotify:track:0N2aOEqXQuKLWPgFpsL3J5,2020-05-29,52000,30,0.632,0.264,0.501,0.0,0.15,-7.297000000000001,0.88,81.025,5,5
2920,Que Le Dé - Live,Concierto Virtual en Tiempos de COVID-19 Desde el Coliseo de Puerto Rico,Rauw Alejandro,spotify:track:4J1OOl2fTpKzzzb4Q1XytX,2020-05-29,135438,33,0.602,0.20800000000000002,0.858,1.8000000000000001e-06,0.315,-4.0969999999999995,0.17,99.97200000000001,4,1
2921,El Efecto - Live,Concierto Virtual en Tiempos de COVID-19 Desde el Coliseo de Puerto Rico,Rauw Alejandro,spotify:track:00lSB6dw16MKdBZXVS9nRm,2020-05-29,214395,34,0.68,0.40399999999999997,0.826,0.0,0.109,-2.379,0.17600000000000002,83.911,4,1
2922,Al Mismo Tiempo - Live,Concierto Virtual en Tiempos de COVID-19 Desde el Coliseo de Puerto Rico,Rauw Alejandro,spotify:track:6SguqPuecoRQ5ouvgSu9eX,2020-05-29,220414,32,0.638,0.718,0.7070000000000001,0.0,0.0941,-3.437,0.0335,132.744,4,1
2923,Dream Girl - Remix - Live,Concierto Virtual en Tiempos de COVID-19 Desde el Coliseo de Puerto Rico,Rauw Alejandro,spotify:track:3vhErk0GgGqENrp9INsZMY,2020-05-29,168028,34,0.607,0.419,0.7859999999999999,3.74e-06,0.375,-4.5360000000000005,0.29600000000000004,169.97299999999998,4,2
2924,T.T.I. - Live,Concierto Virtual en Tiempos de COVID-19 Desde el Coliseo de Puerto Rico,Rauw Alejandro,spotify:track:5EY54pSiBZWojKMzXGG3AS,2020-05-29,135498,31,0.6729999999999999,0.374,0.84,0.0,0.12300000000000001,-2.48,0.11199999999999999,94.975,4,1
2925,Yo Sabía - Live,Concierto Virtual en Tiempos de COVID-19 Desde el Coliseo de Puerto Rico,Rauw Alejandro,spotify:track:5Tkz5C1DUyLZ3zLYO52Aqx,2020-05-29,221123,30,0.6990000000000001,0.44299999999999995,0.742,1.89e-05,0.154,-4.141,0.14300000000000002,159.977,4,2
2926,Cuerpo en Venta - Live,Concierto Virtual en Tiempos de COVID-19 Desde el Coliseo de Puerto Rico,Rauw Alejandro,spotify:track:59aHc7ZJYRBphBcGp3WfTe,2020-05-29,119125,30,0.51,0.48100000000000004,0.531,0.0,0.16,-4.013,0.222,183.933,4,2
2927,La Cama - Remix - Live,Concierto Virtual en Tiempos de COVID-19 Desde el Coliseo de Puerto Rico,Rauw Alejandro,spotify:track:60mMsBRMTSJL8nSDTMo9Tl,2020-05-29,99277,30,0.579,0.461,0.883,0.0,0.319,-2.539,0.11900000000000001,174.12400000000002,4,2
2928,Detective - Live,Concierto Virtual en Tiempos de COVID-19 Desde el Coliseo de Puerto Rico,Rauw Alejandro,spotify:track:2qQxdmmev9X1tSHoiBINMW,2020-05-29,128342,30,0.733,0.272,0.862,0.0,0.223,-2.41,0.0518,94.98200000000001,4,1
2929,Ponte Pa' Mí - Live,Concierto Virtual en Tiempos de COVID-19 Desde el Coliseo de Puerto Rico,Rauw Alejandro,spotify:track:72CjIC1iqPZjZlMk33iIzQ,2020-05-29,172317,31,0.674,0.5379999999999999,0.8140000000000001,0.0,0.115,-3.5189999999999997,0.203,84.941,4,1
2930,Mírame - Live,Concierto Virtual en Tiempos de COVID-19 Desde el Coliseo de Puerto Rico,Rauw Alejandro,spotify:track:7oG7hbUboMqIwidV86z97C,2020-05-29,183021,30,0.45299999999999996,0.33899999999999997,0.797,0.0,0.132,-2.639,0.0583,87.89399999999999,4,1
2931,Elegí - Live,Concierto Virtual en Tiempos de COVID-19 Desde el Coliseo de Puerto Rico,Rauw Alejandro,spotify:track:3pE21gD680YsjNE5oJzRka,2020-05-29,230511,31,0.6659999999999999,0.23199999999999998,0.8370000000000001,0.0,0.10300000000000001,-3.575,0.171,171.81599999999997,4,2
2932,Interlude - Live,Concierto Virtual en Tiempos de COVID-19 Desde el Coliseo de Puerto Rico,Rauw Alejandro,spotify:track:5zTERBWi4174KQL0YYzfB8,2020-05-29,132577,27,0.6509999999999999,0.149,0.552,1.53e-05,0.16899999999999998,-5.12,0.317,129.30700000000002,5,2
2933,Tattoo - Live,Concierto Virtual en Tiempos de COVID-19 Desde el Coliseo de Puerto Rico,Rauw Alejandro,spotify:track:0eWyTF0fa8FTM0qG46GvPL,2020-05-29,257394,30,0.564,0.302,0.723,0.0,0.0996,-3.385,0.39,93.521,4,1
2934,Una Noche - Live,Concierto Virtual en Tiempos de COVID-19 Desde el Coliseo de Puerto Rico,Rauw Alejandro,spotify:track:7t2qoR2sIqQFrgD8TTPMeY,2020-05-29,87315,27,0.561,0.564,0.5529999999999999,0.0,0.256,-2.645,0.027000000000000003,92.99600000000001,4,1
2935,Fantasías - Live,Concierto Virtual en Tiempos de COVID-19 Desde el Coliseo de Puerto Rico,Rauw Alejandro,spotify:track:1xNRUpGFofZAQnf0OZIhzK,2020-05-29,330829,30,0.605,0.37,0.769,0.0,0.29100000000000004,-3.534,0.153,93.944,4,1
2936,Al Mismo Tiempo,"Trap Cake, Vol. 1",Rauw Alejandro,spotify:track:7CF4dWivLZf3Hdg0FKL9Eb,2019-05-31,250838,60,0.7859999999999999,0.8,0.49200000000000005,0.0,0.106,-5.007,0.0374,132.914,4,0
2937,Cubierto de Ti,"Trap Cake, Vol. 1",Rauw Alejandro,spotify:track:0KLgnLFwESd9APhPRdfBnn,2019-05-31,269589,55,0.816,0.3,0.613,0.0,0.6809999999999999,-3.943,0.0645,146.003,4,1
2938,Espuma,"Trap Cake, Vol. 1",Rauw Alejandro,spotify:track:5n8wJnaFaUtC2v3pe5XCzO,2019-05-31,260806,45,0.946,0.153,0.624,0.0,0.0978,-6.852,0.0428,123.97399999999999,4,1
2939,Encima De Mi,"Trap Cake, Vol. 1",Rauw Alejandro,spotify:track:0hAxyVU6Nro3equjEQdFq2,2019-05-31,224307,57,0.748,0.493,0.619,0.0,0.499,-5.235,0.0601,130.055,4,1
2940,Na' de Ti,"Trap Cake, Vol. 1",Rauw Alejandro,spotify:track:6I7kybtYA6uWdWPyiZgyhK,2019-05-31,187920,41,0.773,0.0421,0.66,1.0199999999999999e-05,0.0997,-6.476,0.165,149.955,4,2
2941,Cuento de Hadas,"Trap Cake, Vol. 1",Rauw Alejandro,spotify:track:3SWyajFaNEhHO5Fd03d51T,2019-05-31,229411,43,0.667,0.125,0.643,0.0,0.478,-5.281000000000001,0.0847,84.90899999999999,4,1
2942,Hasta Donde,"Trap Cake, Vol. 1",Rauw Alejandro,spotify:track:1cdtc60IkgTugE6lSlHzTk,2019-05-31,313469,49,0.6920000000000001,0.27399999999999997,0.614,0.0,0.084,-8.056000000000001,0.0362,98.007,4,1
2943,Reloj,Reloj,Rauw Alejandro,spotify:track:7r9ZhitdQBONTFOiJW5mr8,2020-10-22,231594,81,0.823,0.17600000000000002,0.537,3.98e-06,0.12300000000000001,-2.639,0.209,175.946,4,2
2944,La Nota,La Nota,Manuel Turizo,spotify:track:7ndTONDDRFGiPnnhOzOXxq,2020-10-08,216107,88,0.736,0.18,0.632,0.0,0.349,-4.939,0.0648,92.03,4,1
2945,Héroe,Héroe,Carlos Arroyo,spotify:track:0QPtQiOdcxhhEFt8WP0PJR,2020-10-01,201402,58,0.624,0.0644,0.664,0.0,0.151,-6.23,0.0603,177.97400000000002,4,2
2946,Enchule,Enchule,Rauw Alejandro,spotify:track:3ThrfRAmijYU098H9q9tAs,2020-09-18,185718,84,0.763,0.153,0.6659999999999999,0.0,0.301,-3.3160000000000003,0.19399999999999998,90.086,4,1
2947,En Tu Cuerpo - Remix,En Tu Cuerpo (Remix),Lyanno,spotify:track:3dEtfTtCXWW7N8WQ9FD29z,2020-09-04,310860,79,0.742,0.249,0.49700000000000005,0.00335,0.0993,-9.381,0.0746,156.013,4,0
2948,Estadia,Estadia,Omy de Oro,spotify:track:1naW83N44WMeZ0W719OC14,2020-09-03,215312,69,0.8270000000000001,0.685,0.768,0.00218,0.308,-5.502999999999999,0.0794,91.98899999999999,4,1
2949,"Elegí (feat. Farruko, Anuel AA, Sech, Dímelo Flow & Justin Quiles) - Remix","Elegí (feat. Farruko, Anuel AA, Sech, Dímelo Flow & Justin Quiles) [Remix]",Rauw Alejandro,spotify:track:3oCghu20Kto5Xcu8Pg0cit,2020-08-28,325692,76,0.7879999999999999,0.16,0.629,0.000828,0.0598,-4.727,0.0883,172.044,4,2
2950,Hola,Hola,Valentino,spotify:track:6doqf1ew9CXLa1omRKvvjj,2020-07-17,229413,64,0.826,0.299,0.633,8.41e-05,0.0998,-4.64,0.248,175.95,4,2
2951,Hola,Hola,Valentino,spotify:track:50NGuCvy51efPZ8gAabp3m,2020-07-17,229413,38,0.826,0.299,0.633,8.41e-05,0.0998,-4.64,0.248,175.95,4,2
2952,Tattoo - Remix with Camilo,Tattoo (Remix with Camilo),Rauw Alejandro,spotify:track:4ZRrLHqzhGRXYj2qcB4s5S,2020-07-09,222680,91,0.848,0.0413,0.637,0.0,0.0521,-5.132000000000001,0.156,96.988,4,1
2953,Infiel - Remix,Infiel (Remix),Eix,spotify:track:5Xe78U9cUwnWOuWbgYvAKZ,2020-07-02,297760,71,0.7929999999999999,0.34600000000000003,0.66,0.0,0.134,-3.7,0.28,87.92200000000001,4,1
2954,Algo Mágico,Algo Mágico,Rauw Alejandro,spotify:track:0zlnHTHiBQ68ZCAmTw5ozm,2020-06-25,261603,73,0.68,0.758,0.613,0.0,0.161,-4.368,0.0818,100.12700000000001,4,0
2955,Cositas,Cositas,Brytiago,spotify:track:28MQqYBRGytyNKE263ASRM,2020-06-19,190040,59,0.825,0.21,0.631,0.0,0.342,-5.003,0.0743,154.02,4,2
2956,Don't Rush - Remix,Don't Rush (Remix),Young T & Bugsey,spotify:track:4ltz90zE6hPqE12EGHDMDu,2020-05-29,201013,62,0.9520000000000001,0.268,0.568,6.37e-05,0.23199999999999998,-7.257999999999999,0.14400000000000002,107.984,4,1
2957,TBT - Remix,TBT (Remix),Sebastian Yatra,spotify:track:2SdwRMzLw1vKClRinPqtuU,2020-04-23,290160,68,0.82,0.0519,0.7829999999999999,0.0,0.111,-4.266,0.141,91.95700000000001,4,1
2958,Ponte Pa' Mi,Ponte Pa' Mi,Rauw Alejandro,spotify:track:10u2iOS0r6plfb9GknD7g4,2020-04-16,184817,74,0.809,0.41,0.624,0.0,0.10800000000000001,-4.963,0.155,85.01100000000001,4,1
2959,Yo Sabía,Yo Sabía,Rauw Alejandro,spotify:track:4MejJplHSsSoURz1oTMQ3s,2020-04-01,222000,56,0.6759999999999999,0.5770000000000001,0.763,0.0,0.0952,-2.613,0.111,159.997,4,2
2960,Anda Deja,Anda Deja,Lary Over,spotify:track:4XFFoNw2VcGkb9JQncYv3T,2020-03-27,189040,52,0.632,0.33399999999999996,0.775,0.0,0.114,-2.892,0.326,179.99599999999998,4,2
2961,Ya Es Hora,Index,Ana Mena,spotify:track:2SKNarYKa7W0iCOq7u96N8,2018-05-11,206000,57,0.7709999999999999,0.0323,0.818,0.0,0.196,-5.565,0.0819,99.979,4,1
2962,Mentira (feat. RK),Index,Ana Mena,spotify:track:2WMhWHbKOy6yEf37jnXFhK,2018-05-11,203000,42,0.807,0.177,0.731,5.02e-05,0.19699999999999998,-6.812,0.0817,97.00200000000001,4,1
2963,Ahora Lloras Tú (feat. CNCO),Index,Ana Mena,spotify:track:7soFqD1nuVVsc5MOvo13Ad,2018-05-11,207000,54,0.718,0.016,0.9,0.000171,0.0572,-4.31,0.0549,115.98200000000001,4,1
2964,Entrégame,Index,Ana Mena,spotify:track:33fcdnci0uNWcjKlr87RE0,2018-05-11,182533,35,0.782,0.109,0.621,6.84e-06,0.0956,-5.16,0.24100000000000002,92.035,4,1
2965,Mama (feat. Ana Mena),Index,Ana Mena,spotify:track:42IKmml0n5yJbCsg6wZ978,2018-05-11,200320,30,0.73,0.242,0.831,0.0,0.0647,-5.086,0.14300000000000002,101.988,4,1
2966,Las Cuentas,Index,Ana Mena,spotify:track:5R0QMYI3PJzXsDaSOyWtJO,2018-05-11,186000,30,0.6990000000000001,0.62,0.649,0.0,0.0925,-5.916,0.0463,120.075,4,0
2967,Aprendí a Olvidar (feat. Solero),Index,Ana Mena,spotify:track:5Ls8wbTjEObZU7u0IT19RQ,2018-05-11,210000,31,0.639,0.263,0.6940000000000001,0.0,0.128,-5.672999999999999,0.115,91.94,4,1
2968,Te Deseo Lo Mejor,Index,Ana Mena,spotify:track:6LvpIEJLvBcFH27g4ybClG,2018-05-11,221000,37,0.486,0.0037700000000000003,0.654,1.08e-06,0.256,-6.806,0.0324,159.909,4,2
2969,No Soy Como Tú Crees,Index,Ana Mena,spotify:track:0dtr8ygmGdPsvHzpOmb96U,2018-05-11,179000,49,0.775,0.0907,0.83,0.0,0.348,-6.07,0.0406,137.004,4,1
2970,Loco Como Yo,Index,Ana Mena,spotify:track:6D6tzwIEYNCNXfLU6CfIFH,2018-05-11,168000,33,0.664,0.253,0.6509999999999999,0.0,0.0906,-5.919,0.11,77.571,4,1
2971,Se Fue,Index,Ana Mena,spotify:track:3AyZJqLF3c9Xm6pkxIPb8o,2018-05-11,226684,39,0.6990000000000001,0.0141,0.7859999999999999,0.0,0.10800000000000001,-5.777,0.0276,127.00299999999999,4,1
2972,Oh Baby,Index,Ana Mena,spotify:track:2oMI2gPFI6650RIIGDFxlr,2018-05-11,216000,28,0.45399999999999996,0.252,0.503,0.0,0.348,-5.3870000000000005,0.0441,107.954,3,1
2973,A Un Paso De La Luna,A Un Paso De La Luna,Ana Mena,spotify:track:7ql2RUmAmj36tkMUNWo7MT,2020-08-14,167313,77,0.7440000000000001,0.39399999999999996,0.7709999999999999,0.0,0.292,-5.403,0.0531,121.96799999999999,4,1
2974,A Un Passo Dalla Luna,A Un Passo Dalla Luna,Rocco Hunt,spotify:track:3YNcQUeVOpM3SDmwBeGfMK,2020-07-03,167313,78,0.755,0.39,0.78,0.0,0.34,-5.324,0.0429,121.97,4,1
2975,La Pared,La Pared,Ana Mena,spotify:track:4ztIiVzp0HH7x1cO0cVLDv,2020-05-07,190830,57,0.556,0.141,0.675,0.0,0.16699999999999998,-6.641,0.129,110.616,5,1
2976,Sin Aire,Sin Aire,Ana Mena,spotify:track:00ftaJIOXTvlp6jAuxvAYs,2020-03-27,173108,50,0.66,0.557,0.522,0.0,0.121,-6.8870000000000005,0.0875,86.961,4,0
2977,No es para tanto (feat. Ana Mena & Yera),No es para tanto (feat. Ana Mena & Yera),Carlos Baute,spotify:track:2UwG3DmgAaXYZd7X07vZUO,2020-02-28,188215,50,0.742,0.113,0.7290000000000001,0.0,0.27,-5.235,0.0573,99.964,4,1
2978,Como el Agua - Remix,Como el Agua (Remix),Ana Mena,spotify:track:5FJ4xmp1XXTDyqPlF4lFPt,2019-12-12,171300,54,0.6759999999999999,0.436,0.72,0.0,0.0684,-5.647,0.0638,149.73,4,2
2979,Se Te Olvidó,Se Te Olvidó,Ana Mena,spotify:track:61Ftf1b9VHXHvBxdLzKQ4s,2019-11-13,159172,53,0.878,0.12300000000000001,0.677,9.790000000000001e-05,0.138,-5.55,0.0776,90.01299999999999,4,1
2980,#Todefila,#Todefila,Moncho Chavea,spotify:track:1VcsDTNzVeuptt4ACgq5LX,2019-08-21,211127,42,0.8420000000000001,0.0345,0.8059999999999999,0.0,0.142,-3.762,0.105,116.02799999999999,4,1
2981,Ahí - 8D Version,Ahí (8D Version),Thalia,spotify:track:6IcqyvsFXlbOPwqr37xyQV,2019-06-28,165939,29,0.6779999999999999,0.11,0.752,0.0,0.0703,-8.353,0.0719,129.041,4,1
2982,El Chisme,El Chisme,Ana Mena,spotify:track:0aWljNVWewwIAmIYTjH1y8,2019-05-29,219997,42,0.887,0.259,0.7040000000000001,0.0,0.257,-4.281000000000001,0.0872,94.976,4,1
2983,Pa Dentro - Acústico,Pa Dentro (Acústico),Ana Mena,spotify:track:0IF838oMOC1gYodhSplvPN,2019-04-26,140672,26,0.6579999999999999,0.725,0.316,0.0,0.106,-8.335,0.115,174.088,4,0
2984,Pa Dentro (feat. Sean Kingston) - Merca Bae Remix,Pa Dentro (feat. Sean Kingston) [Merca Bae Remix],Ana Mena,spotify:track:3EFfgZwGfWJFjaYSgOlx1e,2019-04-12,176562,19,0.836,0.336,0.778,0.0031,0.0925,-5.55,0.215,115.03399999999999,4,1
2985,PA DENTRO (feat. Sean Kingston),PA DENTRO (feat. Sean Kingston),Ana Mena,spotify:track:1S0M5smHxE7kPLnasxkYSD,2018-11-16,187131,48,0.7859999999999999,0.299,0.795,0.000174,0.273,-4.18,0.217,174.05599999999998,4,2
2986,A Quien Quiera Escuchar,A Quien Quiera Escuchar,Maldita Nerea,spotify:track:68FZkhoN6hb2LR5Y6Y76Wx,2018-09-07,266873,45,0.58,0.0446,0.7090000000000001,0.0,0.0998,-6.271,0.0274,91.039,4,1
2987,Prohibido - Remix,Prohibido (Remix),CD9,spotify:track:7qOwKpBLXprbcNSMCIZgs4,2018-05-25,247069,44,0.7979999999999999,0.255,0.825,1.04e-05,0.0956,-4.488,0.0586,100.988,4,1
2988,Te Falta Veneno - Versión 2017,Te Falta Veneno (Versión 2017),Ana Mena,spotify:track:1VcrCXr2iMCih317WW6lBh,2017-09-29,182026,34,0.753,0.0384,0.898,0.0,0.0743,-3.998,0.111,145.07399999999998,4,2
2989,Déjate Llevar,Toda la noche vol. I,Various Artists,spotify:track:7lb8FpP7nsg9UXke8pfB4N,2020-11-06,233133,0,0.6829999999999999,0.0185,0.715,0.0,0.8220000000000001,-5.547999999999999,0.0828,92.053,4,3
2990,Cariño Mío,Toda la noche vol. I,Various Artists,spotify:track:7MiZ3E2zk9zHBt9PndMrsp,2020-11-06,197106,0,0.8490000000000001,0.0608,0.745,0.0,0.0779,-4.513999999999999,0.157,111.98,4,1
2991,Raro,Toda la noche vol. I,Various Artists,spotify:track:3nKhxx9v3lJttC5VlaTprI,2020-11-06,198866,0,0.858,0.207,0.848,1.38e-06,0.0628,-2.633,0.15,111.016,4,1
2992,Traicionera,Toda la noche vol. I,Various Artists,spotify:track:3cgt6OdgRBdGKlkzaS2pUO,2020-11-06,230280,0,0.779,0.138,0.675,0.0,0.105,-4.976,0.0485,91.006,4,1
2993,Con Calma,Toda la noche vol. I,Various Artists,spotify:track:1wsYaLswZk4qSZ85V1yqk2,2020-11-06,193226,0,0.737,0.11,0.86,1.94e-06,0.0574,-2.6519999999999997,0.0594,93.98899999999999,4,1
2994,Si No Te Quisiera,Toda la noche vol. I,Various Artists,spotify:track:6NAF9U0r37boi8uyfVIEXv,2020-11-06,185480,0,0.705,0.17,0.8740000000000001,0.0,0.0669,-2.5140000000000002,0.0723,128.02,4,1
2995,El Peor,Toda la noche vol. I,Various Artists,spotify:track:45AviQn2vTmZjUHYjmUY1E,2020-11-06,192240,0,0.841,0.135,0.9059999999999999,0.0,0.652,-3.443,0.24100000000000002,95.005,4,1
2996,Déjalo,Toda la noche vol. I,Various Artists,spotify:track:61xnVq77fDDjgHf706Z0IX,2020-11-06,202893,0,0.743,0.19899999999999998,0.7959999999999999,0.0,0.0577,-5.733,0.073,95.00299999999999,4,1
2997,MANTRA,Toda la noche vol. I,Various Artists,spotify:track:0OrYat0PAajiv4E0bOhqr3,2020-11-06,208080,0,0.746,0.162,0.7809999999999999,0.0,0.0773,-4.703,0.0407,104.008,4,1
